COU,Country,MEAS,Measure,Large subnational region,VAR,Variable,Year,Unit Code,Unit,Value
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,43.7553
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,77.9049
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,105.1857
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,122.2857
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,27.2808
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,44.3808
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,17.1
MAR,Morocco,SQKM,Square kilometers,Oriental,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,34.1496
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.072992523
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.129960833
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.175470621
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.203996814
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.045509788
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.074035981
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.028526193
MAR,Morocco,PCNT,Percent of total land area,Oriental,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.056968309
MAR,Morocco,SQKM,Square kilometers,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,16.137
MAR,Morocco,SQKM,Square kilometers,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,33.6924
MAR,Morocco,SQKM,Square kilometers,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,63.7227
MAR,Morocco,SQKM,Square kilometers,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,98.8083
MAR,Morocco,SQKM,Square kilometers,Chaouia - Ouardigha,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,17.5554
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.097483443
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.203535425
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.384948143
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.596899874
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.181412718
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.393364449
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.211951731
MAR,Morocco,PCNT,Percent of total land area,Chaouia - Ouardigha,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.106051982
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,83.718
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,93.6054
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,112.8708
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,127.8306
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,19.2654
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,34.2252
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,14.9598
MAR,Morocco,SQKM,Square kilometers,Tanger - T?ouan,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,9.8874
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.710981562
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.794951068
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.958563961
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,1.085611214
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.163612893
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.290660147
MAR,Morocco,PCNT,Percent of total land area,Tanger - T?ouan,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.127047254
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,31.5333
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,74.8818
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,97.8678
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,114.0597
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,22.986
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,39.1779
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,16.1919
MAR,Morocco,SQKM,Square kilometers,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,43.3485
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.314958719
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.747929198
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.977516368
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,1.13924318
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.22958717
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.391313982
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.161726812
MAR,Morocco,PCNT,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.43297048
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,78.9624
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,110.0799
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,150.1839
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,188.3592
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,40.104
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,78.2793
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,38.1753
MAR,Morocco,SQKM,Square kilometers,Grand Casablanca,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,31.1175
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,8.970741004
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,12.50593033
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,17.06205574
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,21.39906587
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,4.556125412
MAR,Morocco,PCNT,Percent of total land area,Grand Casablanca,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,8.893135547
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Area built-up before,1975,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Area built-up before,1990,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Area built-up before,2000,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Area built-up before,2014,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Built-up since 1990,2000,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Built-up since 1990,2014,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Built-up since 2000,2014,KM2,Square kilometres,0,
MAR,Morocco,SQKM,Square kilometers,Souss - Massa - Dra?NA,Built-up since 1975,1990,KM2,Square kilometres,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Area built-up before,1975,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Area built-up before,1990,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Area built-up before,2000,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Area built-up before,2014,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Built-up since 1990,2000,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Built-up since 1990,2014,PC,Percentage,0,
MAR,Morocco,PCNT,Percent of total land area,Souss - Massa - Dra?NA,Built-up since 2000,2014,PC,Percentage,0,
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,23.9238
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,35.307
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,50.3379
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,64.6857
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,15.0309
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,29.3787
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,14.3478
MAR,Morocco,SQKM,Square kilometers,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,11.3832
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.073689479
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.108751722
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.155049517
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.199243245
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.046297795
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.090491523
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.044193728
MAR,Morocco,PCNT,Percent of total land area,Marrakech - Tensift - Al Haouz,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.035062243
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,28.3482
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,42.7113
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,55.485
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,63.117
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,12.7737
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,20.4057
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,7.632
MAR,Morocco,SQKM,Square kilometers,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,14.3631
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.323303713
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.487111064
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.632791729
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.719832668
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.145680665
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.232721604
MAR,Morocco,PCNT,Percent of total land area,Gharb - Chrarda - B?i Hssen,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.163807351
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,170.6022
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,227.2725
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,293.7582
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,345.0798
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,66.4857
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,117.8073
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,51.3216
MOZ,Mozambique,SQKM,Square kilometers,Maputo,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,56.6703
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.728933313
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.971068933
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,1.255142887
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,1.474425076
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.284073954
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.503356143
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.219282189
MOZ,Mozambique,PCNT,Percent of total land area,Maputo,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.24213562
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,12.0501
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,19.2717
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,27.6795
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,32.517
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,8.4078
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,13.2453
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,4.8375
MOZ,Mozambique,SQKM,Square kilometers,Sofala,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,7.2216
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.01770274
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.028311956
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.040663812
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.047770559
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.012351856
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.019458603
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.007106747
MOZ,Mozambique,PCNT,Percent of total land area,Sofala,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.010609216
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,31.5126
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,37.305
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,50.508
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,57.1752
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,13.203
MOZ,Mozambique,SQKM,Square kilometers,Nampula,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,19.8702
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.040121528
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.047496354
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.064306282
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.072794894
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.008488613
MOZ,Mozambique,PCNT,Percent of total land area,Nampula,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.007374826
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,2.6433
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,9.0513
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,19.8252
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,24.6348
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,10.7739
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,15.5835
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,4.8096
MOZ,Mozambique,SQKM,Square kilometers,Manica,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,6.408
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.004214967
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.014433069
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.031612971
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.039282289
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.017179902
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.024849219
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.007669317
MOZ,Mozambique,PCNT,Percent of total land area,Manica,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.010218102
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,8.7462
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,9.9702
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,12.8943
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,14.1345
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,2.9241
MOZ,Mozambique,SQKM,Square kilometers,Niassa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,4.1643
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.007124966
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.00812208
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.010504157
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.011514468
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.002382076
MOZ,Mozambique,PCNT,Percent of total land area,Niassa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.003392387
MOZ,Mozambique,SQKM,Square kilometers,Tete,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,8.7066
