Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
LBY,Libya,LY,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,56.71027506,44.27387305,41.33464703,39.13566981,37.41349673,35.49746712,33.14061208,33.14068545,33.1658729,36.09506411,46.51102621,42.67822989,45.20602206,26.94418177,26.86152691,22.79623261,22.39291778,22.51276675,17.61499991,20.22255116,45.56885847,32.87846052,46.57465194,58.33743107,65.38991232,69.67765696,78.72143059,72.66173061,71.47013734,71.47013734,71.47013734,59.36389985,63.17209171,53.73817625,74.68393647,69.92209473,38.47436512,25.82242994,23.12144077,25.75739078,27.93633467
LBY,Libya,LY,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,32.54601983,51.48500711,39.47763426,35.32915447,35.63152547,25.37106857,29.58016816,29.58742882,29.6139149,31.32281678,27.50930705,26.3490801,27.92576821,31.28141905,25.94939535,17.51434822,18.66718075,18.3585192,18.99344717,14.58063738,13.13326771,17.19986288,40.82959321,23.87744977,35.76540508,-29.94302537,27.84550533,29.51084133,28.56719209,28.56719209,28.56719209,42.91356703,41.2105824,43.90259805,39.78016025,50.72598933,57.28163188,58.80317217,48.57952757,43.38803783,39.22777143
LBY,Libya,LY,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-568.0954208,-7963.453197,-4311.405477,-3576.944873,-5157.455398,-3736.213264,-4800.838198,-4048.899778,-3293.133938,-1366.616399,390.1439374,2854.597925,-40.4988667,-1844.554172,-793.4772754,1282.467228,4172.871877,-794.3599205,-731.3569512,2115.710366,4972.764013,-242.9495062,2193.313816,2489.318544,3949.537171,15561.52096,19933.61663,17525.90975,22895.32591,-3319.79472,8645.157893,-5515.675282,22776.04843,-2650.839923,-17905.89082,-22517.54928,-21009.78351,-13157.35922,-1815.925381,821.284687,610.6521572
LBY,Libya,LY,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,19575.62138,14658.8406,13745.77511,11654.65891,10440.02609,9468.184576,6352.068917,6626.483577,7104.320409,7695.3638,10559.07515,12572.43882,9142.193749,7808.681028,7694.541431,10624.86297,15512.8435,12160.47979,9439.670631,12135.47255,15765.63385,13041.5956,10112.69556,12849.78421,17853.93429,28359.88016,35854.97255,44301.94516,54272.61315,26871.71676,36479.30476,20777.16341,30477.39619,37520.18707,15820.56269,6508.717021,3990.87461,6509.036802,9800.774409,12421.45735,13433.83532
LBY,Libya,LY,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,20143.7168,22622.29379,18057.18058,15231.60379,15597.48149,13204.39784,11152.90711,10675.38335,10397.45435,9061.980199,10168.93121,9717.840892,9182.692615,9653.2352,8488.018706,9342.395741,11339.97162,12954.83971,10171.02758,10019.76219,10792.86983,13284.54511,7919.381748,10360.88295,13218.60123,12798.35919,15921.35591,24521.54267,36682.74102,30191.51148,40986.04336,16766.40318,44225.4963,22700.80868,17059.88588,19198.22263,27465.28695,37890.22645,28375.09688,24389.11515,30432.17083
LBY,Libya,LY,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-1.458852222,-23.67159925,-12.85411878,-11.1909148,-17.23151703,-12.69089402,-20.01469088,-18.16126298,-13.13747411,-5.138871603,1.273130426,8.418776251,-0.1178741117,-5.965431997,-2.755555351,3.923059343,11.69440288,-2.174496624,-2.44111158,5.880977381,13.01281839,-0.7132571518,10.00952044,9.485168713,11.84844808,32.62777283,36.48121119,25.95914099,26.27335483,-6.534,12.534,-17.237,28.556,-5.108,-73.801,-130.96,-113.325,-43.047,-4.2,1.6,1.1
LBY,Libya,LY,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,50.26961615,43.57383556,40.98195517,36.46304306,34.88105538,32.16083197,26.48177059,29.72296611,28.34164271,28.93678617,34.45671853,37.07861917,26.60884253,25.25388322,26.72128802,32.5013903,43.47448159,33.2883389,31.50758224,33.73261329,41.25579445,38.28783799,46.15082083,48.96214327,53.56106407,59.46203647,65.61944326,65.61944326,62.28011904,52.88875131,52.88875131,64.93057465,38.21174372,72.29901507,65.20610223,37.85410084,21.526441,21.29564927,22.66792069,24.19907746,24.19907746
LBY,Libya,LY,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,51.72846837,67.24543481,53.83607395,47.65395786,52.1125724,44.85172599,46.49646147,47.88422909,41.47911682,34.07565777,33.18358811,28.65984292,26.72671664,31.21931521,29.47684337,28.57833096,31.78007871,35.46283552,33.94869382,27.85163591,28.24297606,39.00109514,36.14130039,39.47856454,39.6552567,26.83426365,29.13823208,36.32097805,42.09499681,59.42275131,59.42275131,52.39657465,55.44874372,43.74301507,70.31410223,111.6551008,148.145441,123.9656493,65.62792069,47.51407746,54.81907746
LBY,Libya,LY,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,,,,,,,,-1042.80242,-1825.800666,-1025.743785,2147.029376,431.9144412,1791.207785,-844.4988742,150.5332977,5118.424127,4333.595027,4098.655707,2199.180482,4733.543241,12075.12039,4599.120484,812.891326,2459.935275,7031.040699,17424.94122,28093,29831.68895,37087.05265,9380.17296,14578.27168,3173.025242,23836.84632,9.860211148,-19032.87911,-9345.917769,-4574.96958,2567.468521,648.5447791,1488.578495,-2331.580964
LBY,Libya,LY,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,,,,,,,,-4.67747043,-7.283763563,-3.857092313,7.006256313,1.273801472,5.213405798,-2.731175197,0.5227658646,15.65722784,12.14482679,11.21974154,7.340389576,13.15768982,31.59839241,13.50221134,3.709752924,9.373208246,21.09283116,36.53479791,51.41398497,44.18629505,42.55896151,18.462,21.136,9.916,29.886,0.019,-78.446,-54.355,-24.677,8.4,1.5,2.9,-4.2
LBY,Libya,LY,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,,,,,,,,,1.853873528,7.081321395,8.29998589,17.54386781,20.00000417,29.99998785,20.00000267,3.999996439,3.600005394,3.718997679,2.566907953,-2.9,-9.2,-9.8,-2.057,1.582418244,2.6,1.465047171,6.211433069,10.40058372,2.448,2.458,15.902,6.072,2.594,2.433,9.839,25.881,28.5,13.1,10.2,9.3
MDG,Madagascar,MG,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,-9.8,-1.9,0.9,1.760181943,1.156344139,1.960224882,1.174913261,3.40692921,4.074880658,3.128905054,-6.306351594,1.180884942,2.099923187,-0.0421013009,1.678592318,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892122,5.257003622,4.602880059,5.376478594,6.453475419,7.190343784,-3.99357567,0.7204239626,1.775596841,3.007758386,1.491436343,3.253530511,3.537272919,4.027382827,4.2,4.971095182,5.352942217,5.232020081
MDG,Madagascar,MG,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,-12.36173833,-4.691720843,-1.968006196,-1.117470529,-1.684528684,-0.8825039414,-1.634199751,0.5306642173,1.1539442,0.1949420218,-9.006555128,-1.767987223,-0.9136188588,-3.033851674,-1.406437011,-0.9854233227,0.4762297882,0.6825617603,1.453743865,1.248416472,2.759781366,-15.04216609,6.518985015,2.159799657,1.558204175,2.34279535,3.422840287,4.172692254,-6.666430329,-2.05343001,-0.9967883407,0.2299298844,-1.225061192,0.5018816852,0.7846329618,1.267492225,1.443935154,2.205546663,2.591806906,2.491445299
MDG,Madagascar,MG,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,3102.648536,2798.58898,2745.415789,2770.124531,2818.883763,2851.47976,2907.375176,2941.534312,3041.750304,3165.697999,3264.749684,3058.86309,3094.984743,3159.977046,3158.646654,3211.667454,3280.853338,3402.031414,3535.291523,3701.422898,3866.390095,4097.609338,3589.179156,3940.376464,4147.522198,4338.42767,4571.682305,4866.714699,5216.648216,5008.317422,5044.398541,5133.966722,5288.384037,5367.256919,5541.88226,5737.91376,5969.001514,6219.699577,6528.886764,6878.374299,7238.252224
MDG,Madagascar,MG,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,4041.646947,3595.189542,3526.482602,3511.903776,2939.429091,2857.757252,3258.41643,2565.624445,2442.458692,2497.945819,3081.38685,2677.127572,3000.590148,3370.728446,2976.950431,3159.854166,3994.938552,3545.578522,3738.330221,3721.318827,3866.390095,4527.49861,4401.916783,5474.025763,4364.627301,5011.585301,5413.446893,7342.92362,9413.002737,8550.363829,8729.936136,9892.702358,9919.780222,10601.69103,10673.51784,9741.117767,10001.1908,11474.18874,11832.91219,12784.37834,13792.81685
MDG,Madagascar,MG,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,820.0110675,717.7707319,711.9782271,692.4716381,564.4161076,569.9801745,614.8975866,491.7538378,456.7752166,451.8116929,2976.884281,2597.991114,2935.924551,3298.297908,2877.64656,3053.489171,3750.243831,3401.048983,3507.973082,3464.905325,3567.93685,3835.42022,4358.365895,5354.652685,4126.572993,4768.293647,4912.638922,6094.435438,7848.5121,7526.158552,7929.699308,9275.295531,9219.963755,9841.206379,9478.160837,8806.944194,8701.020082,10472.18823,10762.07375,11630.47444,12522.94245
MDG,Madagascar,MG,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,97.8758676,83.4014262,75.03943555,67.41206182,57.8531897,55.79204316,57.63503469,46.85091216,39.74206723,43.76913586,247.2986223,233.915962,248.5860619,264.6592418,205.0295778,211.9843569,242.7226723,270.7045519,297.9049274,277.0795532,349.6306615,411.5732947,380.8194767,580.2103288,410.5318735,460.9467257,484.6547001,727.9742708,881.8319598,721.6454301,717.5817603,891.1853263,991.6006166,1175.152409,1092.602805,1056.675155,994.9895169,1301.394901,1275.300311,1368.115052,1434.306632
MDG,Madagascar,MG,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,722.1351999,634.3693057,636.9387915,625.0595763,506.5629179,514.1881314,557.2625519,444.9029257,417.0331493,408.0425571,2729.585658,2364.075153,2687.338489,3033.638666,2672.616982,2841.504815,3507.521159,3130.344431,3210.068155,3187.825772,3218.306189,3423.846925,3977.546418,4774.442356,3716.041119,4307.346921,4427.984222,5366.461167,6966.680141,6804.513122,7212.117548,8384.110205,8228.363138,8666.05397,8385.558032,7750.269039,7706.030565,9170.793328,9486.773439,10262.35939,11088.63582
MDG,Madagascar,MG,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,120.9606113,82.52553862,59.84477478,58.74974848,50.67356724,48.84822826,58.90661318,51.8592452,64.94331373,66.89518766,456.5821925,282.7011594,338.9947027,385.8707744,324.583262,345.7613905,464.8913315,446.339767,538.3285301,536.8847257,581.6970289,837.5737711,588.9514468,886.5287589,1020.226755,1112.320203,1369.130296,2424.478096,3855.622863,3047.959188,2044.919955,1744.848737,1742.003657,1681.493654,1662.901626,1271.875749,1526.458371,1824.489536,2027.09591,2285.108823,2609.645795
MDG,Madagascar,MG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,30.18271433,20.62834404,14.95567195,14.70406704,12.90246486,14.76350511,23.56710498,16.01180799,31.2136477,18.48609399,212.1697106,122.729888,112.4191311,124.2043822,134.0603558,156.1785278,198.5102986,223.2028047,256.3342255,297.4306131,321.4860463,506.7119533,430.6947712,492.9551738,582.7221795,675.879013,798.1372781,1864.174412,3126.947346,2632.371019,1607.341544,1329.153352,1470.838263,1350.484858,1242.247703,932.2728591,1004.168723,1102.725946,1190.91815,1256.925889,1383.092898
MDG,Madagascar,MG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,90.77789699,61.89719458,44.88910282,44.04568143,37.77110238,34.08472315,35.33950821,35.84743721,33.72966603,48.40909367,244.4124819,159.9712714,226.5755716,261.6663922,190.5229062,189.5828626,266.3810329,223.1369623,281.9943046,239.4541127,260.2109826,330.8618178,158.2566756,393.5735851,437.5045756,436.4411896,570.9930183,560.3036842,728.6755169,415.5881688,437.578411,415.6953856,271.1653936,331.0087955,420.6539226,339.6028901,522.2896476,721.7635896,836.17776,1028.182934,1226.552897
MDG,Madagascar,MG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,107.8666978,82.71985318,79.16092295,74.2385762,78.08987,69.97086273,79.16712006,84.99702726,79.62214149,92.1723083,511.5808921,480.4632263,495.5099913,516.3170889,655.895049,762.6089428,818.6604128,771.881518,801.0531761,933.6373421,1186.18221,1316.532054,727.0729913,1175.567882,1527.893392,1413.888202,1609.336662,2236.398112,2497.809717,1913.980929,2178.430508,2646.858758,2832.868993,3187.324302,3496.455447,3123.392499,3350.02976,3571.456328,3806.805747,4073.927858,4368.543111
MDG,Madagascar,MG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,240.4094398,164.0427025,145.744647,123.1448924,105.2849992,117.219166,101.3127388,115.4840337,112.8385755,111.2681649,863.633642,708.0733932,746.0354748,829.7240056,881.1503357,1002.028445,1038.85563,1073.691757,1108.980002,1214.134349,1469.425994,1462.027434,1138.018032,1307.057752,2310.065839,-2282.916751,2477.658987,3412.388026,4788.941943,3937.734841,3423.113635,3774.300669,3875.056182,4108.333302,3964.000072,3461.094675,3576.317417,4393.945356,4763.063212,5205.132783,5708.314512
MDG,Madagascar,MG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,20.28903262,19.96475355,20.18947227,19.71784201,19.20155547,19.94501717,18.87105592,19.1670234,18.70145104,18.08732958,96.6085865,97.04397885,97.84490403,97.85119034,96.66424168,96.6338638,93.87488148,95.92366836,93.83796707,93.10960673,92.28082947,84.71389059,99.01063808,97.81928177,94.54582737,95.14541529,90.74881528,82.99739659,83.37947326,88.02150064,90.83341716,93.75896692,92.94524222,92.82676084,88.80072138,90.4099961,86.99984091,91.26735204,90.95033896,90.97411022,90.79321934
MDG,Madagascar,MG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,2.421682766,2.319806097,2.127883333,1.919530435,1.968177762,1.952301691,1.76880506,1.826101722,1.627133648,1.752205173,8.02556233,8.737572481,8.284572353,7.851692772,6.887235193,6.708675331,6.075754835,7.634989614,7.968930237,7.445735397,9.042819087,9.090522828,8.651219355,10.599335,9.405886122,9.197623068,8.952793102,9.913956736,9.368232268,8.439938283,8.219782472,9.008512478,9.996195423,11.08457515,10.23657637,10.84757602,9.94871048,11.34193389,10.77756929,10.70145936,10.39893916
MDG,Madagascar,MG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,17.86734985,17.64494746,18.06158894,17.79831157,17.23337771,17.99271548,17.10225086,17.34092168,17.07431739,16.3351244,88.58302417,88.30640637,89.56033167,89.99949757,89.77700649,89.92518847,87.79912664,88.28867875,85.86903684,85.66387134,83.23801038,75.62336777,90.35941872,87.21994676,85.13994125,85.94779222,81.79602218,73.08343985,74.01124099,79.58156236,82.61363469,84.75045444,82.94904679,81.74218569,78.56414501,79.56242009,77.05113043,79.92541816,80.17276967,80.27265086,80.39428018
MDG,Madagascar,MG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,2.99285447,2.295443332,1.697010351,1.672874663,1.723925486,1.70932042,1.807829492,2.021310847,2.658931917,2.678007952,14.81742523,10.55986881,11.297601,11.44769686,10.90321352,10.94232114,11.63700831,12.58863016,14.40024017,14.42727029,15.0449648,18.49970244,13.37943164,16.19518792,23.37488828,22.19497695,25.29128526,33.01788527,40.96060493,35.64712858,23.42422583,17.63773612,17.56090979,15.86061741,15.57969595,13.05677418,15.26276622,15.90081511,17.13099765,17.87422714,18.92032515
MDG,Madagascar,MG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,0.7467924518,0.5737762584,0.4240960084,0.4186921961,0.4389445861,0.5166115876,0.7232686638,0.6240900931,1.277960106,0.7400518396,6.885526579,4.584386987,3.74656736,3.684793484,4.503278066,4.942586576,4.969045106,6.295243593,6.856917671,7.992613019,8.31488904,11.1918743,9.784255189,9.005349903,13.35101807,13.48633162,14.74360595,25.38735943,33.21944584,30.78665507,18.41183623,13.43569536,14.82732712,12.73839102,11.63859678,9.570491615,10.04049161,9.610491615,10.06445522,9.831732568,10.02763187
MDG,Madagascar,MG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,2.246062018,1.721667074,1.272914342,1.254182467,1.2849809,1.192708833,1.084560828,1.397220754,1.380971811,1.937956112,7.931898648,5.975481823,7.551033642,7.762903373,6.399935458,5.999734565,6.667963208,6.293386563,7.543322496,6.434657275,6.730075762,7.307828146,3.595176452,7.189838012,10.02387021,8.708645337,10.54767932,7.630525839,7.741159088,4.860473508,5.0123896,4.202040763,2.733582675,3.122226393,3.941099167,3.486282562,5.22227461,6.290323491,7.066542422,8.042494575,8.892693283
MDG,Madagascar,MG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,2.668879771,2.300848181,2.244755806,2.113912593,2.65663391,2.448453685,2.429619472,3.312917736,3.259917629,3.689924241,16.60229361,17.94696791,16.51375119,15.31767086,22.03244777,24.13430819,20.49244067,21.77025592,21.42810101,25.08888342,30.67932053,29.07857445,16.51719074,21.47538088,35.006274,28.21239423,29.7285019,30.4565079,26.53573771,22.38478932,24.95356752,26.75566961,28.5577798,30.06430099,32.75822929,32.06400512,33.49630887,31.12600298,32.17133436,31.86645256,31.67259567
MDG,Madagascar,MG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,5.948303822,4.562838775,4.132861649,3.506499615,3.581817964,4.101788769,3.109263073,4.501205698,4.619876514,4.454386643,28.02743323,26.44899708,24.86295821,24.61556957,29.5990933,31.71122438,26.00429559,30.28255474,29.66511614,32.6264533,38.0051148,32.29216749,25.85278387,23.87744977,52.92698964,-45.55278647,45.76860244,46.47178975,50.8758159,46.05341854,39.21121051,38.15237265,39.06393181,38.75167924,37.13864662,35.5307754,35.75891601,38.29417013,40.25267097,40.71478992,41.38614016
MDG,Madagascar,MG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-573.5920492,-473.6842105,-333.7146125,-282.9925651,-238.2758492,-91.02195387,-97.43608255,-68.46154514,-18.33549666,-106.2716819,-19.54353792,-143.2385311,-185.8905579,-257.7071794,-254.81694,-195.2433385,-195.727836,-85.1421367,-233.6449607,-103.5493805,-108.5878792,-196.473312,-241.8495575,-228.8723713,-214.3604397,-204.659153,-287.2979772,-197.0100085,-298.9356679,-217.4687671,-75.90612216,-236.0218605,-259.071595,-422.7694261,-245.5359183,-322.5843779,-207.8361991,-277.2687742,-269.1814973,-483.9668728,-607.0741223
MDG,Madagascar,MG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,610.0331283,390.5042326,350.014298,346.6542751,306.6024028,359.7103086,383.8301522,265.6158309,346.3134698,385.172481,505.2539991,295.6848643,415.4506438,436.304734,333.322466,361.2270266,514.1518358,530.994033,511.7434581,558.565512,591.462278,635.7573787,447.3656646,843.8453907,884.7386443,835.2296311,865.0920285,1173.430684,1505.739403,985.4491263,1150.022249,1154.937923,1074.334668,1155.282205,1326.690211,1152.154717,1539.127478,1694.420287,1816.805173,1893.122011,2031.281104
MDG,Madagascar,MG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,1183.625177,864.1884431,683.7289105,629.6468401,544.878252,450.7322624,481.2662348,334.077376,364.6489665,491.4441629,524.797537,438.9233954,601.3412017,694.0119135,588.139406,556.4703651,709.8796717,616.1361697,745.3884188,662.1148925,700.0501573,832.2306907,689.2152221,1072.717762,1099.099084,1039.888784,1152.390006,1371.611752,1755.352478,1202.917893,1225.928371,1390.959784,1333.406263,1578.051631,1572.226129,1474.739095,1746.963677,1971.689061,2085.986671,2377.088884,2638.355226
MDG,Madagascar,MG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-14.19203747,-13.17550034,-9.46310106,-8.058095639,-8.106194836,-3.185083471,-2.990289444,-2.668416466,-0.7506983317,-4.25436297,-0.6342448665,-5.350455937,-6.195133249,-7.645444702,-8.559663517,-6.178871816,-4.899395407,-2.401360911,-6.249981861,-2.782599002,-2.808508105,-4.339555435,-5.494187407,-4.181061274,-4.911311435,-4.083720833,-5.307117312,-2.68299139,-3.175773727,-2.543386123,-0.8694922961,-2.385817868,-2.611666682,-3.98775464,-2.300421679,-3.311574561,-2.07811453,-2.416456453,-2.274854177,-3.785611314,-4.401378842
MDG,Madagascar,MG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,15.09367682,10.86185382,9.925309081,9.870836366,10.43067865,12.58715408,11.77965311,10.35287263,14.17888748,15.41956907,16.39696746,11.04485522,13.84563113,12.9439301,11.19677582,11.43176259,12.87008121,14.97623109,13.68909186,15.00988058,15.29753241,14.04213305,10.16297415,15.41544427,20.27065734,16.66597655,15.98042884,15.98042884,15.99637698,11.52523034,13.17331801,11.67464543,10.83022651,10.89715029,12.42973714,11.82774652,15.38944221,14.76723388,15.35382959,14.80808813,14.72709401
MDG,Madagascar,MG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,29.28571429,24.03735416,19.38841014,17.92893201,18.53687349,15.77223755,14.76994255,13.02128909,14.92958581,19.67393204,17.03121232,16.39531116,20.04076438,20.5893748,19.75643933,17.61063441,17.76947661,17.377592,19.93907372,17.79247958,18.10604052,18.38168849,15.65716155,19.59650554,25.18196878,20.74969738,21.28754615,18.67936837,18.64816709,14.06861646,14.04281031,14.06046329,13.4418932,14.88490493,14.73015882,15.13932108,17.46755674,17.18369033,17.62868376,18.59369944,19.12847285
MDG,Madagascar,MG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,-557,-363,-300,-247,-190.6928929,-249.9360488,-97.18043815,-147.401917,-142.6368232,-142.4960056,-328.7735149,-251.3662833,-221.7969251,-263.3906091,-280.0176997,-306.6332866,-261.030014,-200.1977908,-283.9969388,-202.9243282,-223.1038697,-63.85690113,-264.3965379,-330.1720027,-396.9217677,-496.1603115,-202.6220703,-929.3503538,-1936.729826,-1807.523639,-845.4849776,-680.3937215,-685.1987066,-620.9848344,-33.62683616,-183.7846565,56.849525,-36.08126799,-231.9643632,-424.6370091,-589.0682162
MDG,Madagascar,MG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,-13.78151054,-10.0968251,-8.507060259,-7.033222313,-6.487412588,-8.74588101,-2.98244378,-5.745264757,-5.839886816,-5.704527476,-10.66966048,-9.389402506,-7.391776756,-7.814056021,-9.406192887,-9.704032857,-6.534018248,-5.646406914,-7.596892782,-5.453021834,-5.770340402,-1.410423429,-6.006395643,-6.031612143,-9.094058676,-9.900266716,-3.742940021,-12.65640775,-20.57504794,-21.1397278,-9.684893044,-6.877733676,-6.90739806,-5.857413054,-0.3150492337,-1.886689606,0.5684275619,-0.3144559395,-1.960331991,-3.32153037,-4.27083331
MDG,Madagascar,MG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,30.46150234,31.90398795,19.4735164,9.716665715,10.57120582,14.49085886,15.46214779,26.33368843,9.018680085,11.78819086,8.536385064,15.2914461,9.298809926,38.99406446,49.03571952,19.76082559,5.399997385,7.800001821,9.699999213,11.6,6.929007331,16.2350944,-1.704004796,14.63088206,18.36382465,10.76664828,10.35658506,9.174236508,8.956741087,9.278318936,10.01992844,5.809741796,5.82527439,6.080408111,7.404126413,6.713728535,8.3,7.729087332,7.136110002,6.309947723
MWI,Malawi,MW,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,-5.244963643,2.516039753,3.693704749,5.372781065,4.570979335,-0.2147996993,1.625228716,3.177292946,1.344693082,5.69229211,8.730234787,-7.332980786,9.691839452,-10.31314805,13.82953074,9.978846213,6.587180441,1.061004089,3.54118564,0.77544836,-4.146525066,1.695375095,5.531108801,5.518491285,2.6,7.7,5.5,8.6,7.6,9.5,3.489949664,2.084742896,6.051779177,6.221178767,3.259592739,2.856865264,5.1,3.716132879,4.635251335,5.609737312
MWI,Malawi,MW,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,-7.708178374,0.0357956457,0.9399061193,1.788449376,0.00047765,-5.635045836,-4.567181108,-2.996929557,-3.755998789,1.852315317,6.434090767,-8.176475195,9.397929375,-10.68957376,12.54165679,7.79553018,3.793895966,-1.987249949,0.3573124343,-2.163932846,-6.766553469,-0.9951900085,2.768291248,2.693649206,-0.2614782797,4.575878756,2.36184627,5.325806682,4.357887383,6.233192249,0.4402525131,-0.8938846841,2.982004998,3.161333825,0.2936540234,-0.0879620815,2.105784207,0.7795473509,1.695434189,2.668260346
MWI,Malawi,MW,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,1004.944629,952.2356485,976.194276,1012.25201,1066.638095,1115.393902,1112.998039,1131.086803,1167.024744,1182.717645,1250.041388,1359.172936,1259.505046,1381.574253,1239.090455,1410.45085,1551.197571,1653.377754,1670.92016,1730.090545,1743.506503,1671.211569,1699.544874,1793.54855,1892.52537,1941.73103,2091.244319,2206.262757,2396.001354,2578.097457,2823.016715,2921.538578,2982.445146,3162.93614,3359.708051,3469.220851,3568.331816,3750.316739,3889.683492,4069.980098,4298.295291
MWI,Malawi,MW,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,1237.655461,1237.685692,1180.104216,1223.186925,1208.009056,1131.347798,1180.80705,1160.818581,1334.439542,1521.72495,1729.304848,2203.545821,1799.517109,2070.636867,1199.871972,1397.409181,2281.103643,2663.758657,1750.84036,1775.925479,1743.50651,1716.503249,2665.159233,2424.652965,2641.509783,2754.47666,3998.309253,4432.93747,5321.01249,6191.125746,6959.657612,8004.003226,5721.37891,5290.304368,5964.866095,6473.34239,5309.906489,6339.282902,6292.173668,6636.115623,7114.450309
MWI,Malawi,MW,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,1104.30294,1091.255547,1002.45379,1037.062889,1028.951874,985.5738468,1061.378669,1006.637268,1211.611291,1449.962312,1555.143502,1890.636034,1787.200306,2089.705359,1138.105133,1353.039624,2238.825281,2688.606236,1642.779523,1783.90418,1676.671478,1670.790146,2590.91158,2346.965341,2642.03649,2904.735732,3346.989022,3892.50654,5566.999095,6343.111044,7421.532451,7473.076946,5582.931328,5561.034087,5947.395997,6023.700482,5218.886738,6510.007821,6597.009748,7008.344211,7596.010895
