Country name,Year,Aggregation level,Sub-national region name,Number of individual cases in dataset for region,Number of households in dataset for region,% population in urban areas
Mauritania,2020.0,Subnat,Tiris-Zemmour,843.0,165.0,99.49
Mauritania,2020.0,Subnat,Inchiri,442.0,81.0,69.5
Mauritania,2020.0,Wealth quartiles,Lowest 25%,19064.0,2915.0,3.43
Mauritania,2020.0,Wealth quartiles,Second 25%,18904.0,2914.0,24.56
Mauritania,2020.0,Wealth quartiles,Third 25%,17980.0,2915.0,69.15
Mauritania,2020.0,Wealth quartiles,Highest 25%,17401.0,2914.0,96.66
Mauritius,2013.0,National,Total,2400.0,2400.0,40.54
Mauritius,2013.0,Urb/rur,Rural,1427.0,1427.0,0.0
Mauritius,2013.0,Urb/rur,Urban,973.0,973.0,100.0
Mauritius,2013.0,Poverty,Nonpoor,2360.0,2360.0,41.0
Mauritius,2013.0,Poverty,Poor,29.0,29.0,15.08
Mauritius,2013.0,Subnat,"North (Port Louis, Pamplemousses, Riviere du Rempart, Flacq, Moka)",1119.0,1119.0,20.6
Mauritius,2013.0,Subnat,"South (Grand Port, Savanne, Plaines Wilhems, Black River)",1207.0,1207.0,61.5
Mauritius,2013.0,Subnat,Rodrigues,74.0,74.0,0.0
Mauritius,2013.0,Wealth quartiles,Lowest 25%,607.0,607.0,33.39
Mauritius,2013.0,Wealth quartiles,Second 25%,475.0,475.0,37.99
Mauritius,2013.0,Wealth quartiles,Third 25%,810.0,810.0,45.46
Mauritius,2013.0,Wealth quartiles,Highest 25%,498.0,498.0,44.35
Malawi,1992.0,National,Total,25131.0,5488.0,12.46
Malawi,1992.0,Urb/rur,Rural,22000.0,4866.0,0.0
Malawi,1992.0,Urb/rur,Urban,3131.0,622.0,100.0
Malawi,1992.0,Poverty,Nonpoor,881.0,142.0,81.84
Malawi,1992.0,Poverty,Poor,24119.0,5316.0,9.81
Malawi,1992.0,Subnat,Blantyre,1793.0,393.0,65.6
Malawi,1992.0,Subnat,Kasungu,980.0,192.0,0.0
Malawi,1992.0,Subnat,Machinga,1773.0,416.0,4.64
Malawi,1992.0,Subnat,Mangochi,1352.0,307.0,5.41
Malawi,1992.0,Subnat,Mzimba,1504.0,304.0,14.03
Malawi,1992.0,Subnat,Salima,711.0,176.0,16.96
Malawi,1992.0,Subnat,Thyolo,1701.0,381.0,6.68
Malawi,1992.0,Subnat,Zomba,1258.0,309.0,11.89
Malawi,1992.0,Subnat,Lilongwe,3010.0,645.0,26.61
Malawi,1992.0,Subnat,Mulanje,1611.0,391.0,0.0
Malawi,1992.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",1487.0,303.0,8.46
Malawi,1992.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",5083.0,1093.0,4.4
Malawi,1992.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",2869.0,577.0,1.89
Malawi,1992.0,Wealth quartiles,Lowest 25%,5733.0,1333.0,0.86
Malawi,1992.0,Wealth quartiles,Second 25%,5820.0,1419.0,2.71
Malawi,1992.0,Wealth quartiles,Third 25%,6470.0,1363.0,5.72
Malawi,1992.0,Wealth quartiles,Highest 25%,7108.0,1372.0,35.93
Malawi,2000.0,National,Total,63825.0,14207.0,14.18
Malawi,2000.0,Urb/rur,Rural,54777.0,12259.0,0.0
Malawi,2000.0,Urb/rur,Urban,9048.0,1948.0,100.0
Malawi,2000.0,Poverty,Nonpoor,2406.0,445.0,88.19
Malawi,2000.0,Poverty,Poor,61022.0,13675.0,11.29
Malawi,2000.0,Subnat,Blantyre,5461.0,1216.0,64.45
Malawi,2000.0,Subnat,Kasungu,2446.0,480.0,5.6
Malawi,2000.0,Subnat,Machinga,2335.0,541.0,4.61
Malawi,2000.0,Subnat,Mangochi,3350.0,758.0,6.6
Malawi,2000.0,Subnat,Mzimba,2950.0,637.0,18.11
Malawi,2000.0,Subnat,Salima,1472.0,336.0,8.55
Malawi,2000.0,Subnat,Thyolo,3093.0,784.0,2.66
Malawi,2000.0,Subnat,Zomba,3804.0,889.0,9.91
Malawi,2000.0,Subnat,Lilongwe,9418.0,2033.0,28.78
Malawi,2000.0,Subnat,Mulanje,2817.0,682.0,3.0
Malawi,2000.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",4228.0,858.0,21.06
Malawi,2000.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",13380.0,2892.0,1.72
Malawi,2000.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",9072.0,2100.0,0.32
Malawi,2000.0,Wealth quartiles,Lowest 25%,14651.0,3443.0,0.86
Malawi,2000.0,Wealth quartiles,Second 25%,16820.0,3622.0,2.14
Malawi,2000.0,Wealth quartiles,Third 25%,16413.0,3589.0,7.87
Malawi,2000.0,Wealth quartiles,Highest 25%,15941.0,3553.0,45.62
Malawi,2004.0,National,Total,60744.0,13653.0,15.86
Malawi,2004.0,Urb/rur,Rural,51111.0,11393.0,0.0
Malawi,2004.0,Urb/rur,Urban,9633.0,2260.0,100.0
Malawi,2004.0,Poverty,Nonpoor,2944.0,553.0,79.22
Malawi,2004.0,Poverty,Poor,57784.0,13096.0,12.61
Malawi,2004.0,Subnat,Blantyre,4516.0,1110.0,55.47
Malawi,2004.0,Subnat,Kasungu,2711.0,543.0,5.7
Malawi,2004.0,Subnat,Machinga,2245.0,539.0,7.87
Malawi,2004.0,Subnat,Mangochi,3260.0,726.0,6.38
Malawi,2004.0,Subnat,Mzimba,3939.0,794.0,16.89
Malawi,2004.0,Subnat,Salima,1717.0,392.0,11.07
Malawi,2004.0,Subnat,Thyolo,3053.0,733.0,3.27
Malawi,2004.0,Subnat,Zomba,3064.0,759.0,12.86
Malawi,2004.0,Subnat,Lilongwe,9067.0,2125.0,39.6
Malawi,2004.0,Subnat,Mulanje,2440.0,610.0,6.07
Malawi,2004.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",3944.0,789.0,16.01
Malawi,2004.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",12111.0,2524.0,0.48
Malawi,2004.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",8677.0,2009.0,9.35
Malawi,2004.0,Wealth quartiles,Lowest 25%,13265.0,3413.0,3.95
Malawi,2004.0,Wealth quartiles,Second 25%,15157.0,3415.0,3.82
Malawi,2004.0,Wealth quartiles,Third 25%,16229.0,3413.0,7.38
Malawi,2004.0,Wealth quartiles,Highest 25%,16093.0,3413.0,45.56
Malawi,2010.0,National,Total,118851.0,25142.0,15.93
Malawi,2010.0,Urb/rur,Rural,99919.0,20973.0,0.0
Malawi,2010.0,Urb/rur,Urban,18932.0,4169.0,100.0
Malawi,2010.0,Poverty,Nonpoor,7984.0,1492.0,71.97
Malawi,2010.0,Poverty,Poor,110861.0,23647.0,11.89
Malawi,2010.0,Subnat,Blantyre,9067.0,2096.0,73.45
Malawi,2010.0,Subnat,Kasungu,6657.0,1253.0,9.79
Malawi,2010.0,Subnat,Machinga,3938.0,839.0,10.66
Malawi,2010.0,Subnat,Mangochi,7692.0,1555.0,7.43
Malawi,2010.0,Subnat,Mzimba,6914.0,1365.0,3.4
Malawi,2010.0,Subnat,Salima,3364.0,694.0,11.76
Malawi,2010.0,Subnat,Thyolo,5204.0,1166.0,1.69
Malawi,2010.0,Subnat,Zomba,6202.0,1361.0,13.28
Malawi,2010.0,Subnat,Lilongwe,14359.0,3097.0,41.15
Malawi,2010.0,Subnat,Mulanje,4284.0,970.0,2.43
Malawi,2010.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",7203.0,1385.0,13.03
Malawi,2010.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",27181.0,5719.0,5.02
Malawi,2010.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",16787.0,3640.0,4.59
Malawi,2010.0,Wealth quartiles,Lowest 25%,27796.0,6285.0,2.27
Malawi,2010.0,Wealth quartiles,Second 25%,29307.0,6286.0,3.33
Malawi,2010.0,Wealth quartiles,Third 25%,30686.0,6286.0,10.41
Malawi,2010.0,Wealth quartiles,Highest 25%,31062.0,6285.0,45.5
Malawi,2016.0,National,Total,120017.0,26361.0,14.55
Malawi,2016.0,Urb/rur,Rural,102551.0,22319.0,0.0
Malawi,2016.0,Urb/rur,Urban,17466.0,4042.0,100.0
Malawi,2016.0,Poverty,Nonpoor,12091.0,2488.0,67.86
Malawi,2016.0,Poverty,Poor,107926.0,23873.0,8.58
Malawi,2016.0,Subnat,Blantyre,8391.0,1999.0,63.39
Malawi,2016.0,Subnat,Kasungu,5032.0,1045.0,7.71
Malawi,2016.0,Subnat,Machinga,4630.0,991.0,4.53
Malawi,2016.0,Subnat,Mangochi,8032.0,1656.0,4.26
Malawi,2016.0,Subnat,Mzimba,7579.0,1515.0,19.07
Malawi,2016.0,Subnat,Salima,3663.0,742.0,6.46
Malawi,2016.0,Subnat,Thyolo,5351.0,1297.0,2.63
Malawi,2016.0,Subnat,Zomba,6588.0,1542.0,14.76
Malawi,2016.0,Subnat,Lilongwe,17855.0,3998.0,33.33
Malawi,2016.0,Subnat,Mulanje,5520.0,1243.0,2.0
Malawi,2016.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",7152.0,1445.0,10.97
Malawi,2016.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",23473.0,5167.0,3.74
Malawi,2016.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",16751.0,3722.0,4.1
Malawi,2016.0,Wealth quartiles,Lowest 25%,27765.0,6591.0,1.49
Malawi,2016.0,Wealth quartiles,Second 25%,29546.0,6590.0,1.66
Malawi,2016.0,Wealth quartiles,Third 25%,31554.0,6590.0,6.64
Malawi,2016.0,Wealth quartiles,Highest 25%,31152.0,6591.0,46.44
Malawi,2020.0,National,Total,108869.0,25419.0,15.49
Malawi,2020.0,Urb/rur,Rural,92002.0,21365.0,0.0
Malawi,2020.0,Urb/rur,Urban,16868.0,4054.0,100.0
Malawi,2020.0,Poverty,Nonpoor,12595.0,2679.0,62.58
Malawi,2020.0,Poverty,Poor,96269.0,22739.0,9.33
Malawi,2020.0,Subnat,Blantyre,7527.0,1868.0,61.54
Malawi,2020.0,Subnat,Kasungu,4752.0,1083.0,14.46
Malawi,2020.0,Subnat,Machinga,3983.0,962.0,2.05
Malawi,2020.0,Subnat,Mangochi,6987.0,1567.0,4.52
Malawi,2020.0,Subnat,Mzimba,6055.0,1325.0,20.6
Malawi,2020.0,Subnat,Salima,3672.0,781.0,9.49
Malawi,2020.0,Subnat,Thyolo,5206.0,1240.0,2.36
Malawi,2020.0,Subnat,Zomba,4624.0,1125.0,10.58
Malawi,2020.0,Subnat,Lilongwe,19259.0,4715.0,34.44
Malawi,2020.0,Subnat,Mulanje,3722.0,897.0,1.9
Malawi,2020.0,Subnat,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",6315.0,1304.0,11.01
Malawi,2020.0,Subnat,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",22128.0,5174.0,3.91
Malawi,2020.0,Subnat,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",14640.0,3379.0,4.65
Malawi,2020.0,Wealth quartiles,Lowest 25%,25000.0,6356.0,1.42
Malawi,2020.0,Wealth quartiles,Second 25%,26905.0,6354.0,2.06
Malawi,2020.0,Wealth quartiles,Third 25%,28691.0,6355.0,7.97
Malawi,2020.0,Wealth quartiles,Highest 25%,28274.0,6354.0,48.36
Namibia,1992.0,National,Total,26623.0,4256.0,30.62
Namibia,1992.0,Urb/rur,Rural,18470.0,2724.0,0.0
Namibia,1992.0,Urb/rur,Urban,8152.0,1532.0,100.0
Namibia,1992.0,Poverty,Nonpoor,7201.0,1338.0,90.07
Namibia,1992.0,Poverty,Poor,19331.0,2901.0,8.45
Namibia,1992.0,Subnat, Northwest,12281.0,1676.0,4.76
Namibia,1992.0,Subnat, Northeast,4471.0,493.0,14.07
Namibia,1992.0,Subnat, Central,2907.0,732.0,49.83
Namibia,1992.0,Subnat, South,6964.0,1356.0,78.84
Namibia,1992.0,Wealth quartiles,Lowest 25%,7008.0,1064.0,2.54
Namibia,1992.0,Wealth quartiles,Second 25%,7959.0,1064.0,5.56
Namibia,1992.0,Wealth quartiles,Third 25%,6149.0,1064.0,38.87
Namibia,1992.0,Wealth quartiles,Highest 25%,5507.0,1064.0,93.37
Namibia,2000.0,National,Total,31675.0,6104.0,33.19
Namibia,2000.0,Urb/rur,Rural,21161.0,3737.0,0.0
Namibia,2000.0,Urb/rur,Urban,10514.0,2367.0,100.0
Namibia,2000.0,Poverty,Nonpoor,9213.0,1961.0,81.38
Namibia,2000.0,Poverty,Poor,22438.0,4137.0,13.42
Namibia,2000.0,Subnat,Caprivi,1628.0,374.0,12.64
Namibia,2000.0,Subnat,Erongo,1540.0,406.0,100.0
Namibia,2000.0,Subnat,Hardap,1393.0,284.0,40.17
Namibia,2000.0,Subnat,Karas,1162.0,251.0,63.12
Namibia,2000.0,Subnat,Khomas,4348.0,981.0,92.6
Namibia,2000.0,Subnat,Kunene,1061.0,233.0,27.02
Namibia,2000.0,Subnat,Ohangwena,3951.0,586.0,0.0
Namibia,2000.0,Subnat,Kavango,2631.0,379.0,18.78
Namibia,2000.0,Subnat,Omaheke,999.0,212.0,15.47
Namibia,2000.0,Subnat,Omusati,3930.0,613.0,0.0
Namibia,2000.0,Subnat,Oshana,3215.0,568.0,26.91
Namibia,2000.0,Subnat,Oshikoto,2903.0,513.0,17.09
Namibia,2000.0,Subnat,Otjozondjupa,2914.0,703.0,39.52
Namibia,2000.0,Wealth quartiles,Lowest 25%,8462.0,1524.0,2.17
Namibia,2000.0,Wealth quartiles,Second 25%,8970.0,1527.0,8.48
Namibia,2000.0,Wealth quartiles,Third 25%,7377.0,1527.0,47.95
Namibia,2000.0,Wealth quartiles,Highest 25%,6867.0,1525.0,87.85
Namibia,2006.0,National,Total,42634.0,9114.0,41.39
Namibia,2006.0,Urb/rur,Rural,24986.0,4894.0,0.0
Namibia,2006.0,Urb/rur,Urban,17648.0,4221.0,100.0
Namibia,2006.0,Poverty,Nonpoor,16684.0,3812.0,80.53
Namibia,2006.0,Poverty,Poor,25935.0,5298.0,16.22
Namibia,2006.0,Subnat,Caprivi,2184.0,509.0,20.45
Namibia,2006.0,Subnat,Erongo,2923.0,829.0,87.09
Namibia,2006.0,Subnat,Hardap,1406.0,325.0,55.12
Namibia,2006.0,Subnat,Karas,1515.0,379.0,51.35
Namibia,2006.0,Subnat,Khomas,7912.0,1932.0,96.46
Namibia,2006.0,Subnat,Kunene,1389.0,302.0,29.34
Namibia,2006.0,Subnat,Ohangwena,4835.0,821.0,3.1
Namibia,2006.0,Subnat,Kavango,4483.0,743.0,33.2
Namibia,2006.0,Subnat,Omaheke,2092.0,422.0,19.18
Namibia,2006.0,Subnat,Omusati,4442.0,847.0,3.58
Namibia,2006.0,Subnat,Oshana,3163.0,657.0,28.55
Namibia,2006.0,Subnat,Oshikoto,3831.0,738.0,20.93
Namibia,2006.0,Subnat,Otjozondjupa,2459.0,609.0,47.19
Namibia,2006.0,Wealth quartiles,Lowest 25%,11723.0,2278.0,3.72
Namibia,2006.0,Wealth quartiles,Second 25%,11809.0,2279.0,18.71
Namibia,2006.0,Wealth quartiles,Third 25%,9573.0,2280.0,63.4
Namibia,2006.0,Wealth quartiles,Highest 25%,9529.0,2278.0,93.75
Namibia,2013.0,National,Total,41643.0,9586.0,46.82
Namibia,2013.0,Urb/rur,Rural,22145.0,4602.0,0.0
Namibia,2013.0,Urb/rur,Urban,19498.0,4985.0,100.0
Namibia,2013.0,Poverty,Nonpoor,18732.0,4492.0,75.95
Namibia,2013.0,Poverty,Poor,22910.0,5094.0,23.01
Namibia,2013.0,Subnat,Caprivi,2161.0,527.0,28.4
Namibia,2013.0,Subnat,Erongo,3066.0,905.0,89.63
Namibia,2013.0,Subnat,Hardap,1461.0,371.0,68.45
Namibia,2013.0,Subnat,Karas,1484.0,395.0,65.83
Namibia,2013.0,Subnat,Khomas,7745.0,1961.0,97.88
Namibia,2013.0,Subnat,Kunene,1280.0,345.0,35.21
Namibia,2013.0,Subnat,Ohangwena,4894.0,876.0,10.26
Namibia,2013.0,Subnat,Kavango,4242.0,718.0,28.28
Namibia,2013.0,Subnat,Omaheke,1169.0,326.0,34.76
Namibia,2013.0,Subnat,Omusati,4826.0,924.0,4.7
Namibia,2013.0,Subnat,Oshana,3280.0,808.0,47.72
Namibia,2013.0,Subnat,Oshikoto,3482.0,796.0,15.64
Namibia,2013.0,Subnat,Otjozondjupa,2554.0,635.0,65.93
Namibia,2013.0,Wealth quartiles,Lowest 25%,11557.0,2396.0,6.62
Namibia,2013.0,Wealth quartiles,Second 25%,10381.0,2398.0,36.7
Namibia,2013.0,Wealth quartiles,Third 25%,9909.0,2396.0,58.76
Namibia,2013.0,Wealth quartiles,Highest 25%,9796.0,2396.0,92.89
Niger,1998.0,National,Total,36722.0,6091.0,19.32
Niger,1998.0,Urb/rur,Rural,29628.0,4997.0,0.0
Niger,1998.0,Urb/rur,Urban,7093.0,1094.0,100.0
Niger,1998.0,Poverty,Nonpoor,1809.0,225.0,98.67
Niger,1998.0,Poverty,Poor,34753.0,5847.0,15.2
Niger,1998.0,Subnat,Agadez,660.0,108.0,78.1
Niger,1998.0,Subnat,Diffa,434.0,82.0,50.56
Niger,1998.0,Subnat,Dosso,4960.0,766.0,13.15
Niger,1998.0,Subnat,Maradi,7524.0,1099.0,14.59
Niger,1998.0,Subnat,Tillabery (incl Niamey),8962.0,1354.0,34.18
Niger,1998.0,Subnat,Tahoua,6220.0,1147.0,9.36
Niger,1998.0,Subnat,Zinder,7961.0,1535.0,12.1
Niger,1998.0,Wealth quartiles,Lowest 25%,9601.0,1531.0,0.13
Niger,1998.0,Wealth quartiles,Second 25%,9610.0,1515.0,1.48
Niger,1998.0,Wealth quartiles,Third 25%,7552.0,1521.0,6.61
Niger,1998.0,Wealth quartiles,Highest 25%,9958.0,1525.0,64.66
Niger,2006.0,National,Total,47963.0,7808.0,17.99
Niger,2006.0,Urb/rur,Rural,39332.0,6483.0,0.0
Niger,2006.0,Urb/rur,Urban,8631.0,1325.0,100.0
Niger,2006.0,Poverty,Nonpoor,2994.0,378.0,97.94
Niger,2006.0,Poverty,Poor,44934.0,7421.0,12.67
Niger,2006.0,Subnat,Agadez,1219.0,192.0,58.93
Niger,2006.0,Subnat,Diffa,1291.0,259.0,17.96
Niger,2006.0,Subnat,Dosso,6592.0,916.0,8.94
Niger,2006.0,Subnat,Maradi,9735.0,1646.0,10.85
Niger,2006.0,Subnat,Tillabery (incl Niamey),10308.0,1491.0,36.83
Niger,2006.0,Subnat,Tahoua,9034.0,1532.0,11.97
Niger,2006.0,Subnat,Zinder,9784.0,1771.0,11.82
Niger,2006.0,Wealth quartiles,Lowest 25%,11503.0,1953.0,0.75
Niger,2006.0,Wealth quartiles,Second 25%,11629.0,1938.0,1.01
Niger,2006.0,Wealth quartiles,Third 25%,12174.0,1965.0,6.65
Niger,2006.0,Wealth quartiles,Highest 25%,12656.0,1952.0,60.19
Niger,2012.0,National,Total,64010.0,10786.0,16.39
Niger,2012.0,Urb/rur,Rural,53521.0,9022.0,0.0
Niger,2012.0,Urb/rur,Urban,10489.0,1763.0,100.0
Niger,2012.0,Poverty,Nonpoor,6583.0,1026.0,84.04
Niger,2012.0,Poverty,Poor,57425.0,9759.0,8.63
Niger,2012.0,Subnat,Agadez,1238.0,226.0,47.13
Niger,2012.0,Subnat,Diffa,1894.0,357.0,13.86
Niger,2012.0,Subnat,Dosso,7762.0,1153.0,8.98
Niger,2012.0,Subnat,Maradi,14320.0,2121.0,9.71
Niger,2012.0,Subnat,Tillabery (incl Niamey),11735.0,2060.0,39.25
Niger,2012.0,Subnat,Tahoua,13936.0,2414.0,11.31
Niger,2012.0,Subnat,Zinder,13125.0,2455.0,10.47
Niger,2012.0,Wealth quartiles,Lowest 25%,14740.0,2697.0,0.29
Niger,2012.0,Wealth quartiles,Second 25%,15940.0,2696.0,0.32
Niger,2012.0,Wealth quartiles,Third 25%,16762.0,2698.0,4.05
Niger,2012.0,Wealth quartiles,Highest 25%,16568.0,2696.0,58.65
Nigeria,1999.0,National,Total,38571.0,7647.0,29.13
Nigeria,1999.0,Urb/rur,Rural,27337.0,5334.0,0.0
Nigeria,1999.0,Urb/rur,Urban,11234.0,2313.0,100.0
Nigeria,1999.0,Poverty,Nonpoor,7295.0,1259.0,67.68
Nigeria,1999.0,Poverty,Poor,30776.0,6290.0,20.03
Nigeria,1999.0,Subnat,Akwa Ibom,2836.0,631.0,5.17
Nigeria,1999.0,Subnat,Anambra,1074.0,191.0,21.92
Nigeria,1999.0,Subnat,Bauchi,1123.0,155.0,9.53
Nigeria,1999.0,Subnat,Edo,1127.0,201.0,43.73
Nigeria,1999.0,Subnat,Benue,1427.0,338.0,11.36
Nigeria,1999.0,Subnat,Borno,748.0,145.0,45.13
Nigeria,1999.0,Subnat,Cross River,586.0,110.0,26.32
Nigeria,1999.0,Subnat,Adamawa,739.0,136.0,22.68
Nigeria,1999.0,Subnat,Imo,865.0,192.0,6.28
Nigeria,1999.0,Subnat,Kaduna,1658.0,276.0,27.6
Nigeria,1999.0,Subnat,Kano,2486.0,473.0,37.92
Nigeria,1999.0,Subnat,Katsina,1410.0,298.0,18.28
Nigeria,1999.0,Subnat,Kwara,806.0,119.0,51.53
Nigeria,1999.0,Subnat,Lagos,1708.0,412.0,87.64
Nigeria,1999.0,Subnat,Niger,1184.0,217.0,42.4
Nigeria,1999.0,Subnat,Ogun,1084.0,278.0,61.91
Nigeria,1999.0,Subnat,Ondo,842.0,184.0,25.67
Nigeria,1999.0,Subnat,Oyo,1940.0,412.0,46.43
Nigeria,1999.0,Subnat,Plateau,1153.0,215.0,21.22
Nigeria,1999.0,Subnat,Rivers,955.0,205.0,15.23
Nigeria,1999.0,Subnat,Sokoto,662.0,150.0,13.19
Nigeria,1999.0,Subnat,Abia,763.0,132.0,27.89
Nigeria,1999.0,Subnat,Delta,1089.0,195.0,26.3
Nigeria,1999.0,Subnat,Enugu,557.0,143.0,28.62
Nigeria,1999.0,Subnat,Jigawa,887.0,165.0,3.15
Nigeria,1999.0,Subnat,Kebbi,805.0,159.0,7.27
Nigeria,1999.0,Subnat,Kogi,1542.0,241.0,32.25
Nigeria,1999.0,Subnat,Osun,1076.0,211.0,29.26
Nigeria,1999.0,Subnat,Taraba,765.0,134.0,36.6
Nigeria,1999.0,Subnat,Yobe,1089.0,177.0,36.09
Nigeria,1999.0,Subnat,Bayelsa,281.0,62.0,2.91
Nigeria,1999.0,Subnat,Ebonyi,659.0,148.0,47.24
Nigeria,1999.0,Subnat,Ekiti,499.0,111.0,40.05
Nigeria,1999.0,Subnat,Gombe,445.0,97.0,14.71
Nigeria,1999.0,Subnat,Nassarawa,493.0,80.0,19.38
Nigeria,1999.0,Subnat,Zamfora,929.0,192.0,9.66
Nigeria,1999.0,Subnat,Abuja FCT,280.0,66.0,13.9
Nigeria,1999.0,Wealth quartiles,Lowest 25%,9384.0,1913.0,4.42
Nigeria,1999.0,Wealth quartiles,Second 25%,9839.0,1911.0,10.95
Nigeria,1999.0,Wealth quartiles,Third 25%,9614.0,1910.0,32.58
Nigeria,1999.0,Wealth quartiles,Highest 25%,9734.0,1913.0,67.9
Nigeria,2003.0,National,Total,36444.0,7225.0,33.71
Nigeria,2003.0,Urb/rur,Rural,24158.0,4627.0,0.0
Nigeria,2003.0,Urb/rur,Urban,12286.0,2598.0,100.0
Nigeria,2003.0,Poverty,Nonpoor,8706.0,1590.0,69.78
Nigeria,2003.0,Poverty,Poor,27694.0,5628.0,22.41
Nigeria,2003.0,Subnat,Akwa Ibom,1915.0,365.0,12.46
Nigeria,2003.0,Subnat,Anambra,983.0,233.0,24.37
Nigeria,2003.0,Subnat,Bauchi,2247.0,351.0,18.0
Nigeria,2003.0,Subnat,Edo,584.0,137.0,43.48
Nigeria,2003.0,Subnat,Benue,1323.0,234.0,18.03
Nigeria,2003.0,Subnat,Borno,1618.0,261.0,59.34
Nigeria,2003.0,Subnat,Cross River,840.0,152.0,22.46
Nigeria,2003.0,Subnat,Adamawa,651.0,132.0,22.93
Nigeria,2003.0,Subnat,Imo,719.0,181.0,58.54
Nigeria,2003.0,Subnat,Kaduna,1686.0,301.0,41.53
Nigeria,2003.0,Subnat,Kano,2410.0,422.0,33.37
Nigeria,2003.0,Subnat,Katsina,1701.0,321.0,27.15
Nigeria,2003.0,Subnat,Kwara,314.0,73.0,48.79
Nigeria,2003.0,Subnat,Lagos,1416.0,333.0,96.4
Nigeria,2003.0,Subnat,Niger,1291.0,248.0,16.12
Nigeria,2003.0,Subnat,Ogun,704.0,175.0,40.17
Nigeria,2003.0,Subnat,Ondo,507.0,140.0,53.34
Nigeria,2003.0,Subnat,Oyo,969.0,244.0,69.61
Nigeria,2003.0,Subnat,Plateau,798.0,149.0,27.33
Nigeria,2003.0,Subnat,Rivers,1748.0,360.0,27.76
Nigeria,2003.0,Subnat,Sokoto,976.0,231.0,13.16
Nigeria,2003.0,Subnat,Abia,316.0,76.0,41.69
Nigeria,2003.0,Subnat,Delta,1090.0,268.0,46.49
Nigeria,2003.0,Subnat,Enugu,589.0,138.0,61.01
Nigeria,2003.0,Subnat,Jigawa,807.0,169.0,9.17
Nigeria,2003.0,Subnat,Kebbi,1041.0,195.0,26.06
Nigeria,2003.0,Subnat,Kogi,1365.0,233.0,24.92
Nigeria,2003.0,Subnat,Osun,398.0,101.0,58.35
Nigeria,2003.0,Subnat,Taraba,898.0,169.0,18.48
Nigeria,2003.0,Subnat,Yobe,851.0,130.0,23.2
Nigeria,2003.0,Subnat,Bayelsa,186.0,34.0,0.0
Nigeria,2003.0,Subnat,Ebonyi,321.0,63.0,44.59
Nigeria,2003.0,Subnat,Ekiti,374.0,90.0,74.43
Nigeria,2003.0,Subnat,Gombe,752.0,141.0,23.02
Nigeria,2003.0,Subnat,Nassarawa,506.0,87.0,26.21
Nigeria,2003.0,Subnat,Zamfora,1456.0,272.0,28.03
Nigeria,2003.0,Subnat,Abuja FCT,95.0,16.0,27.61
Nigeria,2003.0,Wealth quartiles,Lowest 25%,9376.0,1806.0,5.91
Nigeria,2003.0,Wealth quartiles,Second 25%,9640.0,1808.0,16.41
Nigeria,2003.0,Wealth quartiles,Third 25%,9113.0,1804.0,43.43
Nigeria,2003.0,Wealth quartiles,Highest 25%,8315.0,1807.0,74.47
Nigeria,2008.0,National,Total,151967.0,34070.0,33.29
Nigeria,2008.0,Urb/rur,Rural,101374.0,21970.0,0.0
Nigeria,2008.0,Urb/rur,Urban,50593.0,12100.0,100.0
Nigeria,2008.0,Poverty,Nonpoor,47903.0,10425.0,66.57
Nigeria,2008.0,Poverty,Poor,103831.0,23596.0,17.94
Nigeria,2008.0,Subnat,Akwa Ibom,4176.0,999.0,9.52
Nigeria,2008.0,Subnat,Anambra,4570.0,1252.0,81.71
Nigeria,2008.0,Subnat,Bauchi,5110.0,877.0,27.59
Nigeria,2008.0,Subnat,Edo,3489.0,760.0,45.92
Nigeria,2008.0,Subnat,Benue,4567.0,859.0,15.3
